9.30102999566,-2.30102999566
10.1760912591,-2.30102999566
10.8920946027,-2.30102999566
11.2552725051,-2.30102999566
11.6444385895,-2.30102999566
11.9840770339,-2.30102999566
12.3279716236,-2.30102999566
12.4808689237,-2.30102999566
12.888460318,-2.30102999566
13.298831252,-2.30102999566
13.6619545887,-2.30102999566
13.7691926378,-2.30102999566
14.1091193761,-2.30102999566
14.2342337354,-2.30102999566
14.5098326659,-2.30102999566
14.6340699911,-2.30102999566
14.8108801152,-2.30102999566
15.0128823384,-2.30102999566
15.2782813347,-2.30102999566
15.4953951533,-2.30102999566
15.6815169268,-2.30102999566
15.9458047624,-2.30102999566
16.189207158,-2.30102999566
16.477267732,-2.30102999566
